rank,num_topics,coherence_cv,runtime_seconds,error
1,10,0.681802935383382,44.233932899995125,
2,7,0.6808454399712538,22.880061900010332,
3,20,0.6794503481283868,40.04681139999593,
4,12,0.6723436608222383,29.88635559999966,
5,15,0.6711614730348373,27.35189309999987,
6,5,0.6372466800990788,19.16865589999361,
