rank,num_topics,coherence_cv,runtime_seconds,error
1,10,0.681802935383382,57.18138110000291,
2,20,0.6794503481283868,56.15799409999454,
3,50,0.6713360807915792,93.36582989999442,
4,30,0.6699126490658464,63.47559940000065,
5,40,0.6651706057948715,87.00227749999613,
