model,training_time_seconds,recommendation_inference_time_seconds,total_execution_time_seconds
lda,178.49610950000033,1.7622462999997879,180.25835580000012
nmf,18.064460800000234,0.7215707999998813,18.786031600000115
bertopic,966.5361819,5.24086460000035,971.7770465000003
