model,researcher_name,rank,group_name,similarity,is_relevant
bertopic,Byungjoo Lee,4,Data Mining,0.7385981219565365,False
bertopic,Byungjoo Lee,5,Machine Learning,0.7338853486300005,False
bertopic,Byungjoo Lee,6,Artificial Intelligence,0.7338510391678386,False
bertopic,Byungjoo Lee,7,The Web & Information Retrieval,0.731482376174634,False
bertopic,Byungjoo Lee,8,Robotics,0.7296862854674069,False
bertopic,Byungjoo Lee,9,Databases,0.7292754851861017,False
bertopic,Byungjoo Lee,10,Natural Language Processing,0.7166556016492815,False
bertopic,Byungjoo Lee,11,Computer Vision,0.7139029428908025,False
bertopic,Byungjoo Lee,12,Computer Graphics,0.6941704071136254,False
bertopic,C. Karen Liu,1,Robotics,0.9045274081810036,True
bertopic,C. Karen Liu,2,Computer Graphics,0.8957563621989832,True
bertopic,C. Karen Liu,3,Computer Vision,0.849662873693373,True
bertopic,C. Karen Liu,4,Machine Learning,0.815516679176976,True
bertopic,C. Karen Liu,5,Artificial Intelligence,0.8115801438076321,False
bertopic,C. Karen Liu,6,Human-Computer Interaction,0.8015222065809876,False
bertopic,C. Karen Liu,7,Visualization,0.7799644422958726,False
bertopic,C. Karen Liu,8,Natural Language Processing,0.7620272785939787,False
bertopic,C. Karen Liu,9,Data Mining,0.7487613129589764,False
bertopic,C. Karen Liu,10,Software Engineering,0.7443829549142064,False
bertopic,C. Karen Liu,11,The Web & Information Retrieval,0.7316022565463535,False
bertopic,C. Karen Liu,12,Databases,0.6876056398995598,False
bertopic,C. V. Jawahar,1,Computer Vision,0.6900646421933274,True
bertopic,C. V. Jawahar,2,Computer Graphics,0.6896794159437998,False
bertopic,C. V. Jawahar,3,Robotics,0.688580478251628,True
bertopic,C. V. Jawahar,4,Artificial Intelligence,0.6436080539925556,True
bertopic,C. V. Jawahar,5,Machine Learning,0.6379718752076172,True
bertopic,C. V. Jawahar,6,Natural Language Processing,0.6167029526446913,False
bertopic,C. V. Jawahar,7,Human-Computer Interaction,0.6163659498599587,False
bertopic,C. V. Jawahar,8,Software Engineering,0.5961979279168653,False
bertopic,C. V. Jawahar,9,The Web & Information Retrieval,0.5917192590586191,False
bertopic,C. V. Jawahar,10,Visualization,0.5912141576409221,False
bertopic,C. V. Jawahar,11,Data Mining,0.5892328759871478,False
bertopic,C. V. Jawahar,12,Databases,0.5384656661288265,False
bertopic,Cameron Musco,1,Databases,0.8317060175871683,False
bertopic,Cameron Musco,2,Data Mining,0.8250000841804722,True
bertopic,Cameron Musco,3,The Web & Information Retrieval,0.7964272226449987,True
bertopic,Cameron Musco,4,Software Engineering,0.7796483158417888,False
bertopic,Cameron Musco,5,Artificial Intelligence,0.7793413438670304,True
bertopic,Cameron Musco,6,Machine Learning,0.7766720518363863,True
bertopic,Cameron Musco,7,Natural Language Processing,0.7488416980588649,False
bertopic,Cameron Musco,8,Computer Vision,0.7259870458454628,False
bertopic,Cameron Musco,9,Visualization,0.7189956452089983,False
bertopic,Cameron Musco,10,Robotics,0.7123215273791298,False
bertopic,Cameron Musco,11,Computer Graphics,0.6520766662765743,False
bertopic,Cameron Musco,12,Human-Computer Interaction,0.6428974733652203,False
bertopic,Carl Yang 0001,1,Software Engineering,0.7938333574672333,False
bertopic,Carl Yang 0001,2,Data Mining,0.7934930578553484,True
bertopic,Carl Yang 0001,3,Databases,0.7841892484969499,True
bertopic,Carl Yang 0001,4,The Web & Information Retrieval,0.7723820461208977,True
bertopic,Carl Yang 0001,5,Natural Language Processing,0.7522373567816738,True
bertopic,Carl Yang 0001,6,Artificial Intelligence,0.7418046456532608,True
bertopic,Carl Yang 0001,7,Machine Learning,0.7338915802912936,True
bertopic,Carl Yang 0001,8,Computer Vision,0.6990421615126745,True
bertopic,Carl Yang 0001,9,Visualization,0.6981027351622351,False
bertopic,Carl Yang 0001,10,Robotics,0.6624227647248792,False
bertopic,Carl Yang 0001,11,Human-Computer Interaction,0.6282426167800726,False
bertopic,Carl Yang 0001,12,Computer Graphics,0.5895092466534853,False
bertopic,Carla P. Gomes,1,Machine Learning,0.9619384701400611,True
bertopic,Carla P. Gomes,2,Artificial Intelligence,0.9572565482399927,True
bertopic,Carla P. Gomes,3,Data Mining,0.9447186248049123,False
bertopic,Carla P. Gomes,4,Natural Language Processing,0.9362229720704245,False
bertopic,Carla P. Gomes,5,Computer Vision,0.9350874735595864,False
bertopic,Carla P. Gomes,6,The Web & Information Retrieval,0.9302918703281738,False
bertopic,Carla P. Gomes,7,Software Engineering,0.9255228021587385,False
bertopic,Carla P. Gomes,8,Robotics,0.9248302295942159,False
bertopic,Carla P. Gomes,9,Visualization,0.9087891005915637,False
bertopic,Carla P. Gomes,10,Databases,0.9015524493472747,False
bertopic,Carla P. Gomes,11,Computer Graphics,0.8879451830706127,False
bertopic,Carla P. Gomes,12,Human-Computer Interaction,0.859855159230134,False
bertopic,Caroline Uhler,1,Computer Vision,0.8705256040807852,True
bertopic,Caroline Uhler,2,Machine Learning,0.862729261565772,True
bertopic,Caroline Uhler,3,Artificial Intelligence,0.8622684167686336,False
bertopic,Caroline Uhler,4,Data Mining,0.8493867895596072,False
bertopic,Caroline Uhler,5,Natural Language Processing,0.8472510922007976,False
bertopic,Caroline Uhler,6,Robotics,0.843855411663629,False
bertopic,Caroline Uhler,7,The Web & Information Retrieval,0.8403046410706951,False
bertopic,Caroline Uhler,8,Software Engineering,0.8377241539975002,False
bertopic,Caroline Uhler,9,Computer Graphics,0.8362694587044636,False
bertopic,Caroline Uhler,10,Visualization,0.8121148438615106,False
bertopic,Caroline Uhler,11,Databases,0.7904154469509816,False
bertopic,Caroline Uhler,12,Human-Computer Interaction,0.7762816576608704,False
bertopic,Carsten Binnig,1,Databases,0.7411894997546451,True
bertopic,Carsten Binnig,2,Data Mining,0.6125826611507331,False
bertopic,Carsten Binnig,3,The Web & Information Retrieval,0.5954501762771118,False
bertopic,Carsten Binnig,4,Software Engineering,0.5953883780010091,False
bertopic,Carsten Binnig,5,Visualization,0.5926997132353865,False
bertopic,Carsten Binnig,6,Artificial Intelligence,0.5793854476314431,False
bertopic,Carsten Binnig,7,Machine Learning,0.5761016817790796,True
bertopic,Carsten Binnig,8,Natural Language Processing,0.5658431065722731,False
bertopic,Carsten Binnig,9,Computer Vision,0.5439011496660578,False
bertopic,Carsten Binnig,10,Robotics,0.5280540722576028,False
bertopic,Carsten Binnig,11,Human-Computer Interaction,0.5191980444339169,False
bertopic,Carsten Binnig,12,Computer Graphics,0.47727766483924833,False
bertopic,Cem Yuksel,1,Machine Learning,0.6022679504627741,False
bertopic,Cem Yuksel,2,Artificial Intelligence,0.5794634191930869,False
bertopic,Cem Yuksel,3,Computer Graphics,0.575267694331724,True
bertopic,Cem Yuksel,4,Robotics,0.5650531679288824,False
bertopic,Cem Yuksel,5,Computer Vision,0.5594619821244102,False
bertopic,Cem Yuksel,6,Data Mining,0.5525844720189278,False
bertopic,Cem Yuksel,7,Visualization,0.5367265750140116,False
bertopic,Cem Yuksel,8,Natural Language Processing,0.535542692749625,False
bertopic,Cem Yuksel,9,The Web & Information Retrieval,0.5333959732244895,False
bertopic,Cem Yuksel,10,Databases,0.5222150018018289,False
bertopic,Cem Yuksel,11,Software Engineering,0.5042206931414508,False
bertopic,Cem Yuksel,12,Human-Computer Interaction,0.49703904906804364,False
bertopic,Cewu Lu,1,Robotics,0.9432513133749225,True
bertopic,Cewu Lu,2,Computer Vision,0.8835833277027862,True
bertopic,Cewu Lu,3,Machine Learning,0.8729464810330109,True
bertopic,Cewu Lu,4,Artificial Intelligence,0.8716186037709265,True
bertopic,Cewu Lu,5,Computer Graphics,0.8600230824680855,True
bertopic,Cewu Lu,6,Natural Language Processing,0.8398781529627155,False
bertopic,Cewu Lu,7,Data Mining,0.8296818738233555,True
bertopic,Cewu Lu,8,Software Engineering,0.8285169089942358,False
bertopic,Cewu Lu,9,Visualization,0.8275512221247852,False
bertopic,Cewu Lu,10,Human-Computer Interaction,0.8208239158273324,False
bertopic,Cewu Lu,11,The Web & Information Retrieval,0.8139782855974474,False
bertopic,Cewu Lu,12,Databases,0.7812574806696034,False
bertopic,Changyou Chen,1,Machine Learning,0.9680494181774207,True
bertopic,Changyou Chen,2,Artificial Intelligence,0.9647907380372477,True
bertopic,Changyou Chen,3,Computer Vision,0.9619030017364659,True
bertopic,Changyou Chen,4,Natural Language Processing,0.9578490243042075,True
bertopic,Changyou Chen,5,Data Mining,0.9463725180856094,False
bertopic,Changyou Chen,6,Software Engineering,0.9264837249029899,False
bertopic,Changyou Chen,7,The Web & Information Retrieval,0.9263498199992257,False
bertopic,Changyou Chen,8,Robotics,0.9263316311409456,True
bertopic,Changyou Chen,9,Computer Graphics,0.8956028095947756,False
bertopic,Changyou Chen,10,Visualization,0.8952364745598813,False
bertopic,Changyou Chen,11,Databases,0.8794744386845539,False
bertopic,Changyou Chen,12,Human-Computer Interaction,0.8573863132788329,False
bertopic,Chao Huang 0001,1,Databases,0.8368422745703475,False
bertopic,Chao Huang 0001,2,Data Mining,0.8359862317705021,True
bertopic,Chao Huang 0001,3,Artificial Intelligence,0.8343140838988106,True
bertopic,Chao Huang 0001,4,Machine Learning,0.8334512282351109,True
bertopic,Chao Huang 0001,5,Robotics,0.8235815267341839,False
bertopic,Chao Huang 0001,6,Computer Vision,0.8108241468492773,False
bertopic,Chao Huang 0001,7,The Web & Information Retrieval,0.8024611171897209,True
bertopic,Chao Huang 0001,8,Natural Language Processing,0.7811472813696492,True
bertopic,Chao Huang 0001,9,Software Engineering,0.7803864700440752,False
bertopic,Chao Huang 0001,10,Visualization,0.7603706150297102,False
bertopic,Chao Huang 0001,11,Computer Graphics,0.7452602513394104,False
bertopic,Chao Huang 0001,12,Human-Computer Interaction,0.7113635460571749,False
bertopic,Chaowei Xiao,1,Natural Language Processing,0.9156679464541277,True
bertopic,Chaowei Xiao,2,Software Engineering,0.8966019367139926,False
bertopic,Chaowei Xiao,3,Artificial Intelligence,0.8901517546818057,True
bertopic,Chaowei Xiao,4,Machine Learning,0.8894936002054561,True
bertopic,Chaowei Xiao,5,Data Mining,0.8852189246006363,False
bertopic,Chaowei Xiao,6,The Web & Information Retrieval,0.8739590700524914,False
bertopic,Chaowei Xiao,7,Computer Vision,0.8701746055026128,True
bertopic,Chaowei Xiao,8,Visualization,0.834973871531287,False
bertopic,Chaowei Xiao,9,Databases,0.8334415150225093,False
bertopic,Chaowei Xiao,10,Robotics,0.8311290375524031,True
bertopic,Chaowei Xiao,11,Human-Computer Interaction,0.7905958068765976,False
bertopic,Chaowei Xiao,12,Computer Graphics,0.7715201450961985,False
bertopic,Chen Wang 0033,1,Visualization,0.8019161856957311,False
bertopic,Chen Wang 0033,2,Software Engineering,0.7617884146815342,False
bertopic,Chen Wang 0033,3,Human-Computer Interaction,0.7390340906159998,False
bertopic,Chen Wang 0033,4,Natural Language Processing,0.7324067533275794,False
bertopic,Chen Wang 0033,5,The Web & Information Retrieval,0.7193662687370085,False
bertopic,Chen Wang 0033,6,Data Mining,0.7156814724827962,False
bertopic,Chen Wang 0033,7,Artificial Intelligence,0.6951599035196245,True
bertopic,Chen Wang 0033,8,Machine Learning,0.6897079405451971,True
bertopic,Chen Wang 0033,9,Databases,0.6770719993275199,False
bertopic,Chen Wang 0033,10,Computer Vision,0.6564293995196017,True
bertopic,Chen Wang 0033,11,Robotics,0.6427634776779118,True
bertopic,Chen Wang 0033,12,Computer Graphics,0.5621523479926466,False
bertopic,Chen Zhao 0013,1,Natural Language Processing,0.8207927326017534,True
bertopic,Chen Zhao 0013,2,Software Engineering,0.8042642065501263,False
bertopic,Chen Zhao 0013,3,The Web & Information Retrieval,0.7835628060890785,True
bertopic,Chen Zhao 0013,4,Data Mining,0.7717975358750764,False
bertopic,Chen Zhao 0013,5,Visualization,0.7694971363003668,True
bertopic,Chen Zhao 0013,6,Artificial Intelligence,0.7596504862271447,False
bertopic,Chen Zhao 0013,7,Machine Learning,0.7513463724062942,True
bertopic,Chen Zhao 0013,8,Computer Vision,0.7383006357844145,True
bertopic,Chen Zhao 0013,9,Human-Computer Interaction,0.7297966068624149,False
bertopic,Chen Zhao 0013,10,Databases,0.7159962874720758,False
bertopic,Chen Zhao 0013,11,Robotics,0.7075665517583043,False
bertopic,Chen Zhao 0013,12,Computer Graphics,0.6396723474705787,False
bertopic,Chenjuan Guo,1,Databases,0.6128063826131603,True
bertopic,Chenjuan Guo,2,Software Engineering,0.5649345381888898,False
bertopic,Chenjuan Guo,3,Data Mining,0.5642418000082386,True
bertopic,Chenjuan Guo,4,The Web & Information Retrieval,0.5456534861341619,True
bertopic,Chenjuan Guo,5,Artificial Intelligence,0.5360714137782371,True
bertopic,Chenjuan Guo,6,Machine Learning,0.5338073343773464,True
bertopic,Chenjuan Guo,7,Natural Language Processing,0.5167525298243258,True
bertopic,Chenjuan Guo,8,Visualization,0.5156526448113183,False
bertopic,Chenjuan Guo,9,Computer Vision,0.5132203280766017,True
bertopic,Chenjuan Guo,10,Robotics,0.5109476120333631,False
bertopic,Chenjuan Guo,11,Human-Computer Interaction,0.4923315536940055,False
bertopic,Chenjuan Guo,12,Computer Graphics,0.46726824949585993,False
bertopic,Chi Jin 0001,1,Machine Learning,0.6240981830082422,True
bertopic,Chi Jin 0001,2,Artificial Intelligence,0.6072640381507802,False
bertopic,Chi Jin 0001,3,Data Mining,0.5772715642302697,False
bertopic,Chi Jin 0001,4,Robotics,0.5744823765373849,False
bertopic,Chi Jin 0001,5,The Web & Information Retrieval,0.5602907222566841,False
bertopic,Chi Jin 0001,6,Natural Language Processing,0.5521315127059105,False
bertopic,Chi Jin 0001,7,Databases,0.546540431335032,False
bertopic,Chi Jin 0001,8,Computer Vision,0.5370168713019974,False
bertopic,Chi Jin 0001,9,Software Engineering,0.5242213604176483,False
bertopic,Chi Jin 0001,10,Visualization,0.5147617742210853,False
bertopic,Chi Jin 0001,11,Human-Computer Interaction,0.4895702939790378,False
bertopic,Chi Jin 0001,12,Computer Graphics,0.4835564615136012,False
bertopic,Chirag Shah 0001,1,The Web & Information Retrieval,0.3558802684152844,True
bertopic,Chirag Shah 0001,2,Visualization,0.2458283497722202,False
bertopic,Chirag Shah 0001,3,Human-Computer Interaction,0.24448187031632643,True
bertopic,Chirag Shah 0001,4,Natural Language Processing,0.24327946249190055,False
bertopic,Chirag Shah 0001,5,Data Mining,0.23937109795258452,True
bertopic,Chirag Shah 0001,6,Databases,0.20267663637688232,False
bertopic,Chirag Shah 0001,7,Artificial Intelligence,0.20161049223838623,True
bertopic,Chirag Shah 0001,8,Software Engineering,0.19795260667914763,False
bertopic,Chirag Shah 0001,9,Machine Learning,0.1937890226681206,False
bertopic,Chirag Shah 0001,10,Computer Vision,0.17756109351966534,False
bertopic,Chirag Shah 0001,11,Robotics,0.16452190359661828,False
bertopic,Chirag Shah 0001,12,Computer Graphics,0.13545896169598673,False
bertopic,Chongxuan Li,1,Computer Graphics,0.8427598323213921,False
bertopic,Chongxuan Li,2,Computer Vision,0.8194646778004566,True
bertopic,Chongxuan Li,3,Robotics,0.795980576029117,False
bertopic,Chongxuan Li,4,Machine Learning,0.7815438773601813,True
bertopic,Chongxuan Li,5,Artificial Intelligence,0.7809697093854691,True
bertopic,Chongxuan Li,6,Data Mining,0.7473300145084282,False
bertopic,Chongxuan Li,7,Natural Language Processing,0.745657029018102,False
bertopic,Chongxuan Li,8,Software Engineering,0.7278968078523895,False
bertopic,Chongxuan Li,9,The Web & Information Retrieval,0.7274440201020377,False
bertopic,Chongxuan Li,10,Visualization,0.726239209012081,True
bertopic,Chongxuan Li,11,Human-Computer Interaction,0.7152745613092328,False
bertopic,Chongxuan Li,12,Databases,0.683048469733729,False
bertopic,Chongyi Li,1,Computer Vision,0.6963352660771396,True
bertopic,Chongyi Li,2,Artificial Intelligence,0.6659818643404736,True
bertopic,Chongyi Li,3,Robotics,0.6645845813059161,False
bertopic,Chongyi Li,4,Computer Graphics,0.6596248269022551,False
bertopic,Chongyi Li,5,Machine Learning,0.6561824475572563,True
bertopic,Chongyi Li,6,Natural Language Processing,0.6207472254409215,False
bertopic,Chongyi Li,7,Data Mining,0.6082910730505384,False
bertopic,Chongyi Li,8,The Web & Information Retrieval,0.6028767696545466,False
bertopic,Chongyi Li,9,Human-Computer Interaction,0.6010090045968612,False
bertopic,Chongyi Li,10,Software Engineering,0.5965608708547258,False
bertopic,Chongyi Li,11,Visualization,0.5940845157010402,False
bertopic,Chongyi Li,12,Databases,0.5673024539566202,False
bertopic,Chris Callison-Burch,1,Natural Language Processing,0.8799417318892969,True
bertopic,Chris Callison-Burch,2,Computer Vision,0.8748828512049847,True
bertopic,Chris Callison-Burch,3,Software Engineering,0.8604304428319821,False
bertopic,Chris Callison-Burch,4,Artificial Intelligence,0.855710278184797,True
bertopic,Chris Callison-Burch,5,Machine Learning,0.85343659781476,True
bertopic,Chris Callison-Burch,6,Robotics,0.8257324927857645,False
bertopic,Chris Callison-Burch,7,Computer Graphics,0.8255427892291216,False
bertopic,Chris Callison-Burch,8,Data Mining,0.8237995709789377,False
bertopic,Chris Callison-Burch,9,The Web & Information Retrieval,0.8161622020705284,False
bertopic,Chris Callison-Burch,10,Visualization,0.809121431349083,False
bertopic,Chris Callison-Burch,11,Human-Computer Interaction,0.7776776065921789,False
bertopic,Chris Callison-Burch,12,Databases,0.7539289344726043,False
bertopic,Chris Piech,1,Software Engineering,0.8615136015549867,False
bertopic,Chris Piech,2,Natural Language Processing,0.8417159728133087,False
bertopic,Chris Piech,3,Artificial Intelligence,0.825028856809383,True
bertopic,Chris Piech,4,Machine Learning,0.8235779808090155,True
bertopic,Chris Piech,5,Visualization,0.8209127837529469,False
bertopic,Chris Piech,6,The Web & Information Retrieval,0.8094618767665729,False
bertopic,Chris Piech,7,Human-Computer Interaction,0.8073721778274768,False
bertopic,Chris Piech,8,Data Mining,0.8039834534573258,False
bertopic,Chris Piech,9,Computer Vision,0.7881877287527844,False
bertopic,Chris Piech,10,Robotics,0.7817911433984686,False
bertopic,Chris Piech,11,Databases,0.7469388736939677,False
bertopic,Chris Piech,12,Computer Graphics,0.7026378786477356,False
bertopic,Christian A. Naesseth,1,Computer Vision,0.8727910597270562,False
bertopic,Christian A. Naesseth,2,Computer Graphics,0.8632171665268381,False
bertopic,Christian A. Naesseth,3,Machine Learning,0.8609425516465862,True
bertopic,Christian A. Naesseth,4,Artificial Intelligence,0.8561841455522065,False
bertopic,Christian A. Naesseth,5,Robotics,0.8436903437808745,False
bertopic,Christian A. Naesseth,6,Natural Language Processing,0.8304992577680063,False
bertopic,Christian A. Naesseth,7,Data Mining,0.824601414952135,False
bertopic,Christian A. Naesseth,8,Software Engineering,0.8114461161548961,False
bertopic,Christian A. Naesseth,9,The Web & Information Retrieval,0.8003238808274327,False
bertopic,Christian A. Naesseth,10,Visualization,0.7966604315142387,False
bertopic,Christian A. Naesseth,11,Human-Computer Interaction,0.7670886490737626,False
bertopic,Christian A. Naesseth,12,Databases,0.7590411978970114,False
bertopic,Christina Lioma,1,Natural Language Processing,0.8873861844450666,True
bertopic,Christina Lioma,2,Software Engineering,0.8520490234927797,False
bertopic,Christina Lioma,3,The Web & Information Retrieval,0.8336887780043211,True
bertopic,Christina Lioma,4,Artificial Intelligence,0.8220537195795863,True
bertopic,Christina Lioma,5,Data Mining,0.8218079454533477,False
bertopic,Christina Lioma,6,Machine Learning,0.8195237919981043,False
bertopic,Christina Lioma,7,Computer Vision,0.8010836140565061,False
bertopic,Christina Lioma,8,Visualization,0.7981518070015842,False
bertopic,Christina Lioma,9,Databases,0.766399955976536,False
bertopic,Christina Lioma,10,Robotics,0.7601434916682014,False
bertopic,Christina Lioma,11,Human-Computer Interaction,0.7569545770791714,False
bertopic,Christina Lioma,12,Computer Graphics,0.6964299738483395,False
bertopic,Christopher G. Lucas,1,Robotics,0.7446342784500647,False
bertopic,Christopher G. Lucas,2,Computer Vision,0.737428805536987,False
bertopic,Christopher G. Lucas,3,Visualization,0.7293579133418853,False
bertopic,Christopher G. Lucas,4,Artificial Intelligence,0.7211192525628325,True
bertopic,Christopher G. Lucas,5,Machine Learning,0.7166791361843721,True
bertopic,Christopher G. Lucas,6,Software Engineering,0.7144307454097962,False
bertopic,Christopher G. Lucas,7,Human-Computer Interaction,0.7135011435636063,False
bertopic,Christopher G. Lucas,8,Natural Language Processing,0.7105902058912625,True
bertopic,Christopher G. Lucas,9,Computer Graphics,0.7092103815191871,False
bertopic,Christopher G. Lucas,10,Data Mining,0.6889451314379923,False
bertopic,Christopher G. Lucas,11,The Web & Information Retrieval,0.683020547123835,False
bertopic,Christopher G. Lucas,12,Databases,0.6342504874197933,False
bertopic,Christopher Peters 0001,1,Computer Graphics,0.8454161468655689,False
bertopic,Christopher Peters 0001,2,Computer Vision,0.7801101023406286,True
bertopic,Christopher Peters 0001,3,Robotics,0.7629433524683366,True
bertopic,Christopher Peters 0001,4,Machine Learning,0.72988431690701,False
bertopic,Christopher Peters 0001,5,Artificial Intelligence,0.7251442733321883,False
bertopic,Christopher Peters 0001,6,Natural Language Processing,0.6910762095034664,False
bertopic,Christopher Peters 0001,7,Software Engineering,0.6749445746864852,False
bertopic,Christopher Peters 0001,8,Visualization,0.6731220983707803,False
bertopic,Christopher Peters 0001,9,Human-Computer Interaction,0.6718780178639105,False
bertopic,Christopher Peters 0001,10,Data Mining,0.667432258490908,False
bertopic,Christopher Peters 0001,11,The Web & Information Retrieval,0.6476592919969938,False
bertopic,Christopher Peters 0001,12,Databases,0.5962964115542707,False
bertopic,Christopher Potts,1,Natural Language Processing,0.9395135700778863,True
bertopic,Christopher Potts,2,Software Engineering,0.9132981999474207,False
bertopic,Christopher Potts,3,Machine Learning,0.8998475380162018,True
bertopic,Christopher Potts,4,Artificial Intelligence,0.8990138985852112,False
bertopic,Christopher Potts,5,Data Mining,0.8976294311050045,False
bertopic,Christopher Potts,6,The Web & Information Retrieval,0.8960165913206288,True
bertopic,Christopher Potts,7,Computer Vision,0.8762702711346058,False
bertopic,Christopher Potts,8,Visualization,0.8470850769085967,False
bertopic,Christopher Potts,9,Databases,0.845745336393625,False
bertopic,Christopher Potts,10,Robotics,0.8412689969018713,False
bertopic,Christopher Potts,11,Human-Computer Interaction,0.8006067554422577,False
bertopic,Christopher Potts,12,Computer Graphics,0.7790490775972154,False
bertopic,Christos Faloutsos,1,Databases,0.8304534429474735,True
bertopic,Christos Faloutsos,2,Data Mining,0.7989318589107086,True
bertopic,Christos Faloutsos,3,The Web & Information Retrieval,0.7701015223254443,True
bertopic,Christos Faloutsos,4,Software Engineering,0.7601928805027404,False
bertopic,Christos Faloutsos,5,Artificial Intelligence,0.7268753860074646,True
bertopic,Christos Faloutsos,6,Machine Learning,0.7181690859263167,True
bertopic,Christos Faloutsos,7,Natural Language Processing,0.7132380673289078,True
bertopic,Christos Faloutsos,8,Visualization,0.70541752045464,True
bertopic,Christos Faloutsos,9,Computer Vision,0.6797618586496001,False
bertopic,Christos Faloutsos,10,Robotics,0.6597384692202315,False
bertopic,Christos Faloutsos,11,Human-Computer Interaction,0.6289835056778194,False
bertopic,Christos Faloutsos,12,Computer Graphics,0.5892966100155326,False
bertopic,Chuan Shi 0001,1,Data Mining,0.6648662959608874,True
bertopic,Chuan Shi 0001,2,Databases,0.6532145712235309,False
bertopic,Chuan Shi 0001,3,The Web & Information Retrieval,0.640277683568927,True
bertopic,Chuan Shi 0001,4,Artificial Intelligence,0.6046687078735034,True
bertopic,Chuan Shi 0001,5,Machine Learning,0.6007704847337846,True
bertopic,Chuan Shi 0001,6,Software Engineering,0.5935894535063665,False
bertopic,Chuan Shi 0001,7,Visualization,0.5723502418714316,False
bertopic,Chuan Shi 0001,8,Computer Vision,0.5722005924982326,False
bertopic,Chuan Shi 0001,9,Natural Language Processing,0.567482827364652,True
bertopic,Chuan Shi 0001,10,Robotics,0.5523336120650937,False
bertopic,Chuan Shi 0001,11,Computer Graphics,0.5275950567273957,False
bertopic,Chuan Shi 0001,12,Human-Computer Interaction,0.5120632766935217,False
bertopic,Chuang Gan 0001,1,Robotics,0.973296645256693,True
bertopic,Chuang Gan 0001,2,Computer Vision,0.9607521401331439,True
bertopic,Chuang Gan 0001,3,Computer Graphics,0.9598337926932227,False
bertopic,Chuang Gan 0001,4,Machine Learning,0.9410712906864617,True
bertopic,Chuang Gan 0001,5,Artificial Intelligence,0.938231301504799,True
bertopic,Chuang Gan 0001,6,Natural Language Processing,0.9145857467991587,True
bertopic,Chuang Gan 0001,7,Software Engineering,0.8943590958060202,False
bertopic,Chuang Gan 0001,8,Data Mining,0.8895107509642979,False
bertopic,Chuang Gan 0001,9,Visualization,0.8886387795263057,False
bertopic,Chuang Gan 0001,10,The Web & Information Retrieval,0.8769570024233241,False
bertopic,Chuang Gan 0001,11,Human-Computer Interaction,0.8750964324671241,False
bertopic,Chuang Gan 0001,12,Databases,0.8188858495568012,False
bertopic,Chun Yu,1,Human-Computer Interaction,0.9300993141935737,True
bertopic,Chun Yu,2,Visualization,0.8555150929167936,False
bertopic,Chun Yu,3,Software Engineering,0.7986696063226546,False
bertopic,Chun Yu,4,Natural Language Processing,0.7814089033123678,False
bertopic,Chun Yu,5,The Web & Information Retrieval,0.7751364370125869,False
bertopic,Chun Yu,6,Data Mining,0.7643809298649752,False
bertopic,Chun Yu,7,Artificial Intelligence,0.7620731080366998,False
bertopic,Chun Yu,8,Robotics,0.7561960785207267,False
bertopic,Chun Yu,9,Machine Learning,0.7552804079307686,False
bertopic,Chun Yu,10,Computer Vision,0.7478169461418473,True
bertopic,Chun Yu,11,Databases,0.7234869228357822,False
bertopic,Chun Yu,12,Computer Graphics,0.7105073189214984,False
bertopic,Chun-Mei Feng,1,Natural Language Processing,0.8329530181586802,True
bertopic,Chun-Mei Feng,2,Software Engineering,0.8169802225108262,False
bertopic,Chun-Mei Feng,3,Computer Vision,0.8158439807899565,True
bertopic,Chun-Mei Feng,4,The Web & Information Retrieval,0.803540549069049,False
bertopic,Chun-Mei Feng,5,Artificial Intelligence,0.7991927882542331,False
bertopic,Chun-Mei Feng,6,Machine Learning,0.7921021560920715,False
bertopic,Chun-Mei Feng,7,Data Mining,0.7845792882933289,False
bertopic,Chun-Mei Feng,8,Robotics,0.7764790345449247,False
bertopic,Chun-Mei Feng,9,Visualization,0.7738631488359856,False
bertopic,Chun-Mei Feng,10,Computer Graphics,0.7512855140325955,False
bertopic,Chun-Mei Feng,11,Human-Computer Interaction,0.7454560484285373,False
bertopic,Chun-Mei Feng,12,Databases,0.7181971679208021,False
bertopic,Chunwei Liu,1,Databases,0.5255261368310945,True
bertopic,Chunwei Liu,2,Visualization,0.36978752973043383,False
bertopic,Chunwei Liu,3,Software Engineering,0.3614388007924061,False
bertopic,Chunwei Liu,4,Data Mining,0.3504962008185131,False
bertopic,Chunwei Liu,5,The Web & Information Retrieval,0.34738503567696954,False
bertopic,Chunwei Liu,6,Human-Computer Interaction,0.32935446918843475,False
bertopic,Chunwei Liu,7,Artificial Intelligence,0.31245271551623155,False
bertopic,Chunwei Liu,8,Natural Language Processing,0.3084551903731028,False
bertopic,Chunwei Liu,9,Machine Learning,0.3016030461191743,False
bertopic,Chunwei Liu,10,Computer Vision,0.28766856165909627,False
bertopic,Chunwei Liu,11,Robotics,0.2860246175914844,False
bertopic,Chunwei Liu,12,Computer Graphics,0.24673076190539597,False
bertopic,Chunyan Miao,1,Data Mining,0.9715495383537001,True
bertopic,Chunyan Miao,2,Artificial Intelligence,0.9657800827945159,True
bertopic,Chunyan Miao,3,Software Engineering,0.9640530321707823,False
bertopic,Chunyan Miao,4,Machine Learning,0.963598941837447,True
bertopic,Chunyan Miao,5,Natural Language Processing,0.9619850941195375,True
