rank,num_topics,coherence_cv,runtime_seconds,error
1,11,0.6867822935171932,25.326236199995037,
2,9,0.6831735914568622,21.51528779999353,
3,12,0.6723436608222383,31.566944400023203,
4,15,0.6711614730348373,27.566503300040495,
