researcher_name,group_name
Bin Yang 0002,Artificial Intelligence
Bin Yang 0002,Computer Vision
Bin Yang 0002,Data Mining
Bin Yang 0002,Databases
Bin Yang 0002,Machine Learning
Bin Yang 0002,The Web & Information Retrieval
Bin Yao 0002,Artificial Intelligence
Bin Yao 0002,Data Mining
Bin Yao 0002,Databases
Bin Yu 0001,Machine Learning
Bing Qin 0001,Artificial Intelligence
Bing Qin 0001,Data Mining
Bing Qin 0001,Machine Learning
Bing Qin 0001,Natural Language Processing
Bing Qin 0001,The Web & Information Retrieval
Bing Su 0001,Artificial Intelligence
Bing Su 0001,Computer Vision
Bing Su 0001,Machine Learning
Bing-Yu Chen 0004,Computer Graphics
Bing-Yu Chen 0004,Computer Vision
Bing-Yu Chen 0004,Human-Computer Interaction
Bingsheng He,Artificial Intelligence
Bingsheng He,Computer Vision
Bingsheng He,Data Mining
Bingsheng He,Databases
Bingsheng He,Machine Learning
Bingsheng He,Natural Language Processing
Bingsheng He,The Web & Information Retrieval
Binhang Yuan,Data Mining
Binhang Yuan,Databases
Binhang Yuan,Machine Learning
Binhang Yuan,Natural Language Processing
Biplab Banerjee,Computer Vision
Biplab Banerjee,Machine Learning
Biplab Banerjee,Natural Language Processing
Biplab Banerjee,Robotics
Bistra Dilkina,Artificial Intelligence
Bistra Dilkina,Computer Vision
Bistra Dilkina,Data Mining
Bistra Dilkina,Machine Learning
Biwei Huang,Artificial Intelligence
Biwei Huang,Data Mining
Biwei Huang,Machine Learning
Bjoern Menze,Computer Vision
Bjoern Menze,Machine Learning
Björn Ommer,Artificial Intelligence
Björn Ommer,Computer Vision
Björn Ommer,Machine Learning
Björn Ommer,Robotics
Bo An 0001,Artificial Intelligence
Bo An 0001,Computer Vision
Bo An 0001,Data Mining
Bo An 0001,Machine Learning
Bo An 0001,The Web & Information Retrieval
Bo Dai 0001,Artificial Intelligence
Bo Dai 0001,Computer Vision
Bo Dai 0001,Data Mining
Bo Dai 0001,Machine Learning
Bo Dai 0001,Natural Language Processing
Bo Dai 0001,Robotics
Bo Dai 0001,The Web & Information Retrieval
Bo Dai 0002,Artificial Intelligence
Bo Dai 0002,Computer Graphics
Bo Dai 0002,Computer Vision
Bo Dai 0002,Machine Learning
Bo Du 0001,Artificial Intelligence
Bo Du 0001,Computer Vision
Bo Du 0001,Data Mining
Bo Du 0001,Machine Learning
Bo Du 0001,Natural Language Processing
Bo Du 0001,The Web & Information Retrieval
Bo Han 0003,Artificial Intelligence
Bo Han 0003,Computer Vision
Bo Han 0003,Data Mining
Bo Han 0003,Machine Learning
Bo Han 0003,Natural Language Processing
Bo Li 0026,Artificial Intelligence
Bo Li 0026,Computer Vision
Bo Li 0026,Data Mining
Bo Li 0026,Databases
Bo Li 0026,Machine Learning
Bo Li 0026,Natural Language Processing
Bo Liu 0006,Artificial Intelligence
Bo Liu 0006,Machine Learning
Bo Liu 0006,Software Engineering
Bo Tang 0016,Artificial Intelligence
Bo Tang 0016,Computer Vision
Bo Tang 0016,Data Mining
Bo Tang 0016,Databases
Bo Tang 0016,The Web & Information Retrieval
Bo Tang 0016,Visualization
Bo Yang 0002,Artificial Intelligence
Bo Yang 0002,Computer Vision
Bo Yang 0002,Data Mining
Bo Yang 0002,Machine Learning
Bo Yang 0002,The Web & Information Retrieval
Bo Zhu 0002,Computer Graphics
Bo Zhu 0002,Computer Vision
Bo Zhu 0002,Human-Computer Interaction
Bo Zhu 0002,Machine Learning
Bo Zhu 0002,Robotics
Boaz Barak,Machine Learning
Bohan Zhuang,Artificial Intelligence
Bohan Zhuang,Computer Vision
Bohan Zhuang,Machine Learning
Bohyung Han,Artificial Intelligence
Bohyung Han,Computer Vision
Bohyung Han,Machine Learning
Bolei Zhou,Artificial Intelligence
Bolei Zhou,Computer Graphics
Bolei Zhou,Computer Vision
Bolei Zhou,Machine Learning
Bolei Zhou,Robotics
Bolong Zheng,Data Mining
Bolong Zheng,Databases
Bolong Zheng,Natural Language Processing
Bolong Zheng,The Web & Information Retrieval
Bonnie Berger,Computer Vision
Bonnie Berger,Machine Learning
Boqing Gong,Artificial Intelligence
Boqing Gong,Computer Vision
Boqing Gong,Machine Learning
Boqing Gong,Natural Language Processing
Boqing Gong,Robotics
Boqing Gong,The Web & Information Retrieval
Bosheng Song,Artificial Intelligence
Bowen Xu,Artificial Intelligence
Bowen Xu,Machine Learning
Bowen Xu,Robotics
Bowen Xu,Software Engineering
Boxin Shi,Artificial Intelligence
Boxin Shi,Computer Graphics
Boxin Shi,Computer Vision
Boxin Shi,Machine Learning
Boyang Li 0001,Artificial Intelligence
Boyang Li 0001,Computer Vision
Boyang Li 0001,Data Mining
Boyang Li 0001,Machine Learning
Boyang Li 0001,Natural Language Processing
Brendan Juba,Artificial Intelligence
Brendan Juba,Machine Learning
Brenden M. Lake,Machine Learning
Brenden M. Lake,Natural Language Processing
Brian Bullins,Machine Learning
Brian Curless,Computer Graphics
Brian Curless,Computer Vision
Brian Kulis,Artificial Intelligence
Brian Kulis,Computer Vision
Brian Kulis,Machine Learning
Brian Logan 0001,Artificial Intelligence
Brian Neil Levine,The Web & Information Retrieval
Brighten Godfrey,Machine Learning
Brighten Godfrey,Robotics
Bruno Bodin,Robotics
Bruno C. da Silva 0001,Artificial Intelligence
Bruno C. da Silva 0001,Machine Learning
Bruno C. da Silva 0001,Robotics
Bruno Martins 0001,Computer Vision
Bruno Martins 0001,Natural Language Processing
Bryan A. Plummer,Artificial Intelligence
Bryan A. Plummer,Computer Vision
Bryan A. Plummer,Machine Learning
Bryan A. Plummer,Natural Language Processing
Bryan Hooi,Artificial Intelligence
Bryan Hooi,Computer Vision
Bryan Hooi,Data Mining
Bryan Hooi,Databases
Bryan Hooi,Machine Learning
Bryan Hooi,Natural Language Processing
Bryan Hooi,The Web & Information Retrieval
Bulat Ibragimov,Data Mining
Bulat Ibragimov,Machine Learning
Bulat Ibragimov,Natural Language Processing
Buzhou Tang,Computer Vision
Buzhou Tang,Natural Language Processing
Buzhou Tang,The Web & Information Retrieval
Byoung-Tak Zhang,Artificial Intelligence
Byoung-Tak Zhang,Computer Vision
Byoung-Tak Zhang,Machine Learning
Byoung-Tak Zhang,Natural Language Processing
Byoung-Tak Zhang,Robotics
Byron Boots,Artificial Intelligence
Byron Boots,Computer Vision
Byron Boots,Machine Learning
Byron Boots,Robotics
Byron Choi,Artificial Intelligence
Byron Choi,Databases
Byung-Gon Chun,Databases
Byung-Gon Chun,Machine Learning
Byungjoo Lee,Human-Computer Interaction
C. Karen Liu,Computer Graphics
C. Karen Liu,Computer Vision
C. Karen Liu,Machine Learning
C. Karen Liu,Robotics
C. V. Jawahar,Artificial Intelligence
C. V. Jawahar,Computer Vision
C. V. Jawahar,Machine Learning
C. V. Jawahar,Robotics
Caglar Gulcehre,Machine Learning
Caglar Gulcehre,Natural Language Processing
Caiwen Ding,Artificial Intelligence
Caiwen Ding,Computer Vision
Caiwen Ding,Machine Learning
Caiwen Ding,Natural Language Processing
Caiwen Ding,Robotics
Cameron Musco,Artificial Intelligence
Cameron Musco,Data Mining
Cameron Musco,Machine Learning
Cameron Musco,The Web & Information Retrieval
Camillo J. Taylor,Computer Vision
Camillo J. Taylor,Natural Language Processing
Camillo J. Taylor,Robotics
Carl Vondrick,Artificial Intelligence
Carl Vondrick,Computer Vision
Carl Vondrick,Databases
Carl Vondrick,Machine Learning
Carl Vondrick,Natural Language Processing
Carl Vondrick,Robotics
Carl Yang 0001,Artificial Intelligence
Carl Yang 0001,Computer Vision
Carl Yang 0001,Data Mining
Carl Yang 0001,Databases
Carl Yang 0001,Machine Learning
Carl Yang 0001,Natural Language Processing
Carl Yang 0001,The Web & Information Retrieval
Carla P. Gomes,Artificial Intelligence
Carla P. Gomes,Machine Learning
Carolina Nobre,Visualization
Caroline Uhler,Computer Vision
Caroline Uhler,Machine Learning
Carsten Binnig,Databases
Carsten Binnig,Machine Learning
Carsten Eickhoff,Data Mining
Carsten Eickhoff,Machine Learning
Carsten Eickhoff,Natural Language Processing
Carsten Eickhoff,The Web & Information Retrieval
Carsten Rother,Artificial Intelligence
Carsten Rother,Computer Vision
Carsten Rother,Machine Learning
Carsten Rother,Robotics
Ce Zhang 0001,Artificial Intelligence
Ce Zhang 0001,Computer Vision
Ce Zhang 0001,Data Mining
Ce Zhang 0001,Databases
Ce Zhang 0001,Machine Learning
Ce Zhang 0001,Natural Language Processing
Ce Zhang 0001,The Web & Information Retrieval
Ce Zhu,Artificial Intelligence
Ce Zhu,Computer Vision
Ce Zhu,Machine Learning
Cees Snoek,Artificial Intelligence
Cees Snoek,Computer Vision
Cees Snoek,Machine Learning
Cees Snoek,Natural Language Processing
Cem Yuksel,Computer Graphics
Cewu Lu,Artificial Intelligence
Cewu Lu,Computer Graphics
Cewu Lu,Computer Vision
Cewu Lu,Data Mining
Cewu Lu,Machine Learning
Cewu Lu,Robotics
Chandrajit L. Bajaj,Artificial Intelligence
Chandrajit L. Bajaj,Computer Graphics
Chandrajit L. Bajaj,Computer Vision
Chandrajit L. Bajaj,Machine Learning
Chang Xu 0002,Artificial Intelligence
Chang Xu 0002,Computer Vision
Chang Xu 0002,Data Mining
Chang Xu 0002,Machine Learning
Chang Xu 0002,Natural Language Processing
Chang-Gun Lee,Robotics
Changhee Lee,Artificial Intelligence
Changhee Lee,Machine Learning
Changhun Kim,Computer Vision
Changhun Kim,Machine Learning
Changhyun Choi,Computer Vision
Changhyun Choi,Robotics
Changjian Li 0001,Computer Graphics
Changjian Li 0001,Computer Vision
Changliu Liu,Artificial Intelligence
Changliu Liu,Computer Vision
Changliu Liu,Machine Learning
Changliu Liu,Robotics
Changshui Zhang,Artificial Intelligence
Changshui Zhang,Computer Vision
Changshui Zhang,Data Mining
Changshui Zhang,Machine Learning
Changshui Zhang,Natural Language Processing
Changxi Zheng,Computer Graphics
Changxi Zheng,Computer Vision
Changxi Zheng,Human-Computer Interaction
Changxi Zheng,Machine Learning
Changxi Zheng,Robotics
Changyou Chen,Artificial Intelligence
Changyou Chen,Computer Vision
Changyou Chen,Machine Learning
Changyou Chen,Natural Language Processing
Changyou Chen,Robotics
Chanyoung Park 0001,Artificial Intelligence
Chanyoung Park 0001,Computer Vision
Chanyoung Park 0001,Data Mining
Chanyoung Park 0001,Machine Learning
Chanyoung Park 0001,Natural Language Processing
Chanyoung Park 0001,The Web & Information Retrieval
Chao Chen 0012,Artificial Intelligence
Chao Chen 0012,Computer Vision
Chao Chen 0012,Machine Learning
Chao Chen 0012,Natural Language Processing
Chao Huang 0001,Artificial Intelligence
Chao Huang 0001,Data Mining
Chao Huang 0001,Machine Learning
Chao Huang 0001,Natural Language Processing
Chao Huang 0001,The Web & Information Retrieval
Chao Ma 0004,Artificial Intelligence
Chao Ma 0004,Computer Graphics
Chao Ma 0004,Computer Vision
Chao Ma 0004,Machine Learning
Chao Ma 0004,Robotics
Chao Xu 0006,Artificial Intelligence
Chao Xu 0006,Computer Vision
Chao Xu 0006,Data Mining
Chao Xu 0006,Machine Learning
Chao Zhang 0014,Artificial Intelligence
Chao Zhang 0014,Data Mining
Chao Zhang 0014,Human-Computer Interaction
Chao Zhang 0014,Machine Learning
Chao Zhang 0014,Natural Language Processing
Chao Zhang 0014,The Web & Information Retrieval
Chao Zhang 0034,Databases
Chaokun Wang,Artificial Intelligence
Chaokun Wang,Data Mining
Chaokun Wang,Databases
Chaokun Wang,Machine Learning
Chaokun Wang,Natural Language Processing
Chaokun Wang,The Web & Information Retrieval
Chaoning Zhang,Artificial Intelligence
Chaoning Zhang,Computer Vision
Chaoning Zhang,Machine Learning
Chaoning Zhang,The Web & Information Retrieval
Chaoqi Chen,Artificial Intelligence
Chaoqi Chen,Computer Vision
Chaoqi Chen,Machine Learning
Chaowei Xiao,Artificial Intelligence
Chaowei Xiao,Computer Vision
Chaowei Xiao,Machine Learning
Chaowei Xiao,Natural Language Processing
Chaowei Xiao,Robotics
Chaoyang Zhang,Artificial Intelligence
Chaoyang Zhang,Machine Learning
Charles L. A. Clarke,Artificial Intelligence
Charles L. A. Clarke,Natural Language Processing
Charles L. A. Clarke,The Web & Information Retrieval
Charles V. Stewart,Computer Vision
Charles V. Stewart,Data Mining
Charles V. Stewart,Machine Learning
Charlotte Bunne,Machine Learning
Chelsea Finn,Artificial Intelligence
Chelsea Finn,Computer Vision
Chelsea Finn,Human-Computer Interaction
Chelsea Finn,Machine Learning
Chelsea Finn,Natural Language Processing
Chelsea Finn,Robotics
Chen Change Loy,Artificial Intelligence
Chen Change Loy,Computer Graphics
Chen Change Loy,Computer Vision
Chen Change Loy,Machine Learning
Chen Change Loy,Robotics
Chen Chen 0001,Artificial Intelligence
Chen Chen 0001,Computer Vision
Chen Chen 0001,Machine Learning
Chen Chen 0001,Robotics
Chen Chen 0001,Software Engineering
Chen Chen 0022,Artificial Intelligence
Chen Chen 0022,Data Mining
Chen Chen 0022,Machine Learning
Chen Chen 0022,Natural Language Processing
Chen Feng 0002,Computer Vision
Chen Feng 0002,Machine Learning
Chen Feng 0002,Robotics
Chen Li 0001,Databases
Chen Li 0001,Natural Language Processing
Chen Lin 0001,Artificial Intelligence
Chen Lin 0001,Data Mining
Chen Lin 0001,Databases
Chen Lin 0001,Machine Learning
Chen Lin 0001,Natural Language Processing
Chen Lin 0001,The Web & Information Retrieval
Chen Ma 0001,Artificial Intelligence
Chen Ma 0001,Data Mining
Chen Ma 0001,Machine Learning
Chen Ma 0001,Natural Language Processing
Chen Ma 0001,The Web & Information Retrieval
Chen Sun 0002,Artificial Intelligence
Chen Sun 0002,Computer Vision
Chen Sun 0002,Machine Learning
Chen Sun 0002,Natural Language Processing
Chen Wang 0033,Artificial Intelligence
Chen Wang 0033,Computer Vision
Chen Wang 0033,Machine Learning
Chen Wang 0033,Robotics
Chen Yu 0003,Databases
Chen Zhao 0013,Computer Vision
Chen Zhao 0013,Machine Learning
Chen Zhao 0013,Natural Language Processing
Chen Zhao 0013,The Web & Information Retrieval
Chen Zhao 0013,Visualization
Chen Zhu-Tian,Human-Computer Interaction
Chen Zhu-Tian,Visualization
Chen-Yu Wei,Machine Learning
Chenfanfu Jiang,Artificial Intelligence
Chenfanfu Jiang,Computer Graphics
Chenfanfu Jiang,Computer Vision
Chenfanfu Jiang,Machine Learning
Chenfanfu Jiang,Robotics
Cheng Han 0001,Artificial Intelligence
Cheng Han 0001,Computer Vision
Cheng Han 0001,Machine Learning
Cheng Han 0001,Natural Language Processing
Cheng Jin 0001,Artificial Intelligence
Cheng Jin 0001,Computer Vision
Cheng Jin 0001,Machine Learning
Cheng Long 0001,Artificial Intelligence
Cheng Long 0001,Computer Vision
Cheng Long 0001,Data Mining
Cheng Long 0001,Databases
Cheng Long 0001,Machine Learning
Cheng Long 0001,The Web & Information Retrieval
Cheng Wang 0003,Artificial Intelligence
Cheng Wang 0003,Computer Vision
Cheng Wang 0003,Data Mining
Cheng Wang 0003,Human-Computer Interaction
Cheng Wang 0003,Machine Learning
Cheng Wang 0003,The Web & Information Retrieval
Cheng Yang 0002,Artificial Intelligence
Cheng Yang 0002,Data Mining
Cheng Yang 0002,Machine Learning
Cheng Yang 0002,Natural Language Processing
Cheng Yang 0002,The Web & Information Retrieval
Cheng Zhang 0014,Computer Graphics
Cheng Zhang 0014,Computer Vision
Cheng Zhang 0014,Human-Computer Interaction
Cheng Zhang 0014,Machine Learning
Cheng Zhang 0014,Natural Language Processing
Cheng Zhang 0014,Robotics
Cheng-Zhong Xu 0001,Artificial Intelligence
Cheng-Zhong Xu 0001,Computer Vision
Cheng-Zhong Xu 0001,Human-Computer Interaction
Cheng-Zhong Xu 0001,Machine Learning
Cheng-Zhong Xu 0001,Natural Language Processing
Cheng-Zhong Xu 0001,Robotics
ChengXiang Zhai,Artificial Intelligence
ChengXiang Zhai,Data Mining
ChengXiang Zhai,Machine Learning
ChengXiang Zhai,Natural Language Processing
ChengXiang Zhai,The Web & Information Retrieval
Chengliang Chai,Data Mining
Chengliang Chai,Databases
Chengliang Chai,Visualization
Chengqi Zhang,Artificial Intelligence
Chengqi Zhang,Data Mining
Chengqi Zhang,Machine Learning
Chengqi Zhang,Natural Language Processing
Chengqi Zhang,The Web & Information Retrieval
Chengqing Zong,Artificial Intelligence
Chengqing Zong,Natural Language Processing
Chengwei Liu,Artificial Intelligence
Chengwei Liu,Software Engineering
Chengzhi Mao,Artificial Intelligence
Chengzhi Mao,Computer Vision
Chengzhi Mao,Machine Learning
Chengzhi Mao,Natural Language Processing
Chengzhi Mao,Software Engineering
Chenjuan Guo,Artificial Intelligence
Chenjuan Guo,Computer Vision
Chenjuan Guo,Data Mining
Chenjuan Guo,Databases
Chenjuan Guo,Machine Learning
Chenjuan Guo,Natural Language Processing
Chenjuan Guo,The Web & Information Retrieval
Chenxi Wang,Artificial Intelligence
Chenxi Wang,Computer Vision
Chenxi Wang,Machine Learning
Chenxi Wang,Natural Language Processing
Chenxi Wang,Robotics
Chenxi Wang,The Web & Information Retrieval
Chenyan Xiong,Artificial Intelligence
Chenyan Xiong,Data Mining
Chenyan Xiong,Machine Learning
Chenyan Xiong,Natural Language Processing
Chenyan Xiong,The Web & Information Retrieval
Chenyang Si,Artificial Intelligence
Chenyang Si,Computer Graphics
Chenyang Si,Computer Vision
Chenyang Si,Machine Learning
Chenyu You,Artificial Intelligence
Chenyu You,Computer Vision
Chenyu You,Data Mining
Chenyu You,Machine Learning
Chenyu You,Natural Language Processing
Chi Harold Liu,Artificial Intelligence
Chi Harold Liu,Computer Vision
Chi Harold Liu,Data Mining
Chi Harold Liu,Human-Computer Interaction
Chi Harold Liu,Machine Learning
Chi Harold Liu,Robotics
Chi Harold Liu,Visualization
Chi Jin 0001,Machine Learning
Chi Zhang 0007,Artificial Intelligence
Chi Zhang 0007,Computer Vision
Chi Zhang 0007,Machine Learning
Chi-Keung Tang,Artificial Intelligence
Chi-Keung Tang,Computer Vision
Chi-Keung Tang,Machine Learning
Chi-Man Pun,Artificial Intelligence
Chi-Man Pun,Computer Graphics
Chi-Man Pun,Computer Vision
Chi-Man Pun,Machine Learning
Chi-Wing Fu,Artificial Intelligence
Chi-Wing Fu,Computer Graphics
Chi-Wing Fu,Computer Vision
Chi-Wing Fu,Databases
Chi-Wing Fu,Human-Computer Interaction
Chi-Wing Fu,Machine Learning
Chi-Wing Fu,Robotics
Chi-Wing Fu,Visualization
Chien-Ju Ho,Artificial Intelligence
Chien-Ju Ho,Machine Learning
Chien-Ju Ho,Natural Language Processing
Chien-Ju Ho,The Web & Information Retrieval
Chih-Hong Cheng,Natural Language Processing
Chih-Hong Cheng,Robotics
Chinmay Hegde,Artificial Intelligence
Chinmay Hegde,Computer Vision
Chinmay Hegde,Databases
Chinmay Hegde,Machine Learning
Chinmay Hegde,The Web & Information Retrieval
